7356:1326,81,44945,1682,6088,262,1460,564,13584,3167
7366:654,1102,29,58,616,354,8,76,650,866
7367:986,76,358,6303,1682,72499,39204,28950,15852,9447
7383:20327,5187,692,19886,899,86531,28994,354,680,17
7397:17,302,654,58,650,8,84,76,29,182
7410:81,17,226,302,564,70,654,616,650,500
7414:17,302,654,224,301,162,29,58,6278,37780
7419:168,76,719,35229,463,5738,8860,44,1400,2318
7429:17,302,654,76,616,58,8,866,84,29
7433:302,654,84,58,616,29,866,76,354,1102
7444:7334,17,76,361,698,866,4671,119,327,70818
7451:69,1917,38690,1617,17944,12597,1790,12495,65161,55235
7461:17,302,564,650,654,616,58,866,361,70
7466:2268,1951,17,245,4487,1703,8,8457,774,3514
7467:302,654,616,8,84,58,76,29,301,354
7488:302,58,616,84,354,1102,650,138,518,301
7489:7612,50463,24032,85656,58835,22975,21626,1104,21,1501
7517:3378,11408,22713,10178,186,40356,64973,39446,36743,32261
7518:84,302,654,616,58,518,354,29,301,76
7519:302,654,84,58,616,48,76,8,29,354
7527:20300,33882,1524,39395,17,245,15642,774,1728,482
7542:17,168,76,302,719,654,81,698,564,138
7555:17692,13716,13312,6165,2600,2549,28417,11976,10079,5784
7556:901,48210,25740,22059,103730,698,20008,42353,31342,40
7558:168,76,984,9874,14226,719,463,752,9417,2318
7563:84,58,354,616,866,650,8,138,301,76
7572:168,719,984,76,9417,661,2153,574,7838,1528
7586:168,719,5480,984,760,5738,1326,661,76,8860
7590:302,654,616,84,29,76,650,354,301,8
7603:302,654,616,58,84,29,76,650,8,1102
7605:302,654,616,84,58,76,8,29,650,736
7607:302,654,84,58,616,76,29,866,650,8
7608:302,654,354,8,58,866,138,616,301,736
7612:616,17,58,654,302,8,650,76,84,542
7617:2641,1119,755,654,17,302,76,616,58,8
7637:302,654,58,84,616,8,29,76,301,354
7657:782,2848,10880,75581,65094,38355,25123,14404,10260,9711
7661:17,654,302,84,616,354,58,8,76,518
7678:1352,3107,2880,4825,3172,6434,1712,8848,23191,5624
7682:7836,47276,289,1012,1462,302,8,2618,2200,327
7692:302,654,2266,616,84,27293,1102,3657,29,76
7699:18966,8567,2703,13298,929,9341,24620,20952,226,262
7707:616,84,29,1102,76,8,301,650,866,70
7708:1335,311,1539,21624,6328,6788,13504,52721,4568,1712
7713:654,84,29,58,354,650,616,1102,138,301
7734:61,1239,16553,17,696,1140,542,70,27500,3757
7741:17,302,84,76,8,1102,354,138,6,736
7742:654,302,616,4174,84,8,29,518,76,354
7743:17,302,654,58,70,650,8,736,698,81
7751:654,84,29,58,616,354,1102,48,650,1187
7760:17,302,616,8,58,654,76,518,84,564
7766:76,986,11499,650,168,2337,4372,1460,352,1326
7787:17,76,302,616,84,654,58,8,518,327
7813:17,654,616,302,8,409,650,354,58,289
7818:17,616,302,654,58,8,84,650,542,518
7823:2579,76,168,508,2275,17,2153,1326,877,4755
7825:17,70,226,76,3423,302,138,654,780,58
7833:17,908,84,899,302,8,48,354,301,70
7841:302,654,58,84,8,29,650,76,518,1102
7844:302,654,84,58,616,29,866,354,1102,8
7850:17,76,508,70,302,84,8,616,65,654
7863:17,302,616,654,58,650,8,542,84,76
7869:22646,25398,42150,4589,3514,76,698,81,26490,15928
7888:17,654,58,84,76,518,1102,542,354,138
7889:81,226,70,17,76,508,698,3423,1884,2967
7894:17,76,302,8,616,650,84,654,70,564
7903:2048,5145,1760,67579,44475,40116,13894,11891,10530,7831
7915:17,302,616,58,84,29,1102,354,564,736
7921:10503,8454,76,27291,81,5767,33562,17,81699,42440
7945:168,463,2642,661,76,2318,1400,5738,5480,2153
7946:17,302,654,616,58,76,84,8,70,564
7949:17,1119,302,654,616,70,8,84,58,76
7951:84,58,29,616,76,8,354,650,301,138
7958:17,302,654,76,616,58,8,866,84,29
7962:29,8,650,289,564,866,861,361,61,224
7964:17,302,8,650,238,76,654,616,4542,430
7967:565,2510,453,56568,45974,26531,3737,41164,53369,219
7969:17,302,361,654,76,58,616,29,84,354
7975:302,654,84,58,866,616,29,76,354,650
7976:429,327,236,17,119,8079,2582,409,46942,43173
7977:866,302,654,84,354,58,29,76,616,1102
7981:3378,45315,39446,32261,22713,10611,186,99302,77977,48851
7990:17,76,58,2268,616,564,302,1951,8,650
8002:441,2028,245,710,1744,17,16036,7838,2738,5117
8008:17,302,654,76,616,58,8,866,84,29
8009:17,58,302,654,76,8,861,650,564,591
8023:17,654,58,302,8,518,245,15,542,84
8032:17,76,302,70,1382,654,8,650,616,84
8036:399,40319,984,8252,25253,6411,463,1682,1400,2548
8054:17,302,564,81,654,2139,616,650,58,866
8065:58,650,76,518,354,542,138,736,861,301
8068:10048,76,40,24655,21640,564,96,24885,2139,538
8069:3207,866,302,654,970,3506,84,354,58,899
8081:302,58,84,361,29,354,616,76,1102,138
8090:84,58,616,354,8,650,866,76,70,736
8097:1435,17,1936,76,51052,508,226,302,1069,378
8103:29263,3509,441,48159,65416,4568,19603,13950,58057,13817
8104:17,302,654,76,616,58,8,866,84,29
8130:17,1102,8,302,654,518,354,616,58,29
8134:77892,77590,74016,72752,68204,66465,62347,61648,59573,59051
8137:58,29,138,736,301,361,564,289,101,542
8141:76,17,168,616,564,4481,302,654,84,58
8144:17,564,302,168,654,650,616,58,698,866
8150:17,302,29,8,84,650,518,736,6,861
8159:17,302,65,654,8,15,327,616,1410,354
8161:17,302,654,76,616,58,8,866,84,29
8163:17,76,302,654,354,84,29,58,736,616
8184:81,17,780,138,500,302,70,226,654,8
8186:654,58,29,616,518,354,138,76,650,736
8200:302,654,84,58,866,29,616,301,1102,361
8206:616,1305,1598,262,15459,17,30058,28618,22900,18040
8217:17,58,654,302,8,76,861,650,542,29
8224:17,84,302,654,616,58,518,289,650,76
8225:774,4487,17,8536,947,25783,10046,2824,245,9217
8227:17,4798,1267,302,245,32,564,616,1987,364
8229:17,302,58,616,29,84,289,8,1102,354
8245:10503,8454,76,27291,33562,17,42440,5767,21963,840
8263:17,302,654,76,616,58,8,866,84,29
8264:986,545,9289,542,40,17,29079,117,826,15264
8270:17,654,302,58,354,84,616,76,8,29
8276:17,58,616,84,1102,650,866,138,76,8
8285:14626,17,8,6,518,302,58,616,15,568
8286:17,654,302,58,616,29,76,285,650,15
8287:3423,17,262,780,3137,2139,76,226,40,3374
8290:17,302,654,29,84,116,70,236,58,138
8310:6224,44227,4341,306,431,19100,3033,6311,70031,40900
8314:79667,74316,67156,63166,59189,53154,40355,38434,23183,16959
8325:302,17,654,29,58,616,8,1196,650,518
8326:302,654,361,84,58,76,616,29,354,1102
8334:17,654,58,616,302,29,84,15,301,76
8336:17,302,654,76,616,58,8,866,84,29
8343:302,654,58,616,84,29,8,76,866,354
8347:29,616,8,354,650,138,76,866,301,736
8352:17,76,302,616,58,654,564,8,84,650
8368:17,654,302,616,29,76,8,84,322,650
8380:17,564,168,302,226,650,698,616,654,58
8396:17,302,58,616,1102,354,8,138,650,866
8401:302,654,361,84,58,354,616,1102,76,138
8406:17,654,1102,8,616,58,29,354,518,76
8411:302,654,84,58,29,866,616,354,1102,301
8413:17,409,32,650,542,616,302,15,162,690
8435:17,302,654,76,616,58,8,866,84,29
8449:2880,3172,4825,23191,1712,6434,8848,7457,5624,7831
8450:18803,13266,1711,63344,46266,2876,1550,1510,17,302
8476:302,29,654,12830,17,58,285,32,138,673
8477:17,302,616,654,58,8,508,736,70,226
8491:394,226,138,70,58036,50711,41145,15592,2359,2268
8499:17,302,76,654,616,8,508,84,245,564
8500:4455,60193,8418,50294,29047,81,226,3423,508,140
8510:17,813,12784,35377,147,65,6,493,245,1822
8513:17,8,76,616,302,58,654,84,70,508
8517:57092,29782,86763,53584,31128,26492,23354,23066,18105,11164
8530:17,302,654,58,84,650,76,8,1102,542
8531:302,58,8,29,76,301,650,564,289,542
8534:398,226,17,8111,7021,2447,67394,4277,70,76
8536:17,616,1352,8,1119,76,84,302,654,10041
8537:363,17,8,58,654,616,302,84,518,76
8552:17,302,654,76,616,58,8,866,84,29
8569:1527,4825,1352,10041,189,6434,1712,8848,7880,1206
8578:106,4481,14152,2816,504,10466,974,1957,17,1131
8581:17,302,616,76,654,58,650,698,236,564
8582:1102,8,354,650,736,866,6,518,285,542
8600:17,931,70,873,1099,84,302,654,8,1360
8603:947,51517,17,84,8660,302,8,33884,66525,1495
8635:866,17,302,76,654,58,354,29,84,1102
8636:17,302,654,138,84,866,58,616,6901,29
8637:17,302,654,76,616,58,8,866,84,29
8644:17,616,302,55436,58,654,650,8,542,564
8651:302,84,654,2162,875,354,70,1119,58,866
8660:17,58,616,84,1102,354,76,650,8,138
8670:81,654,780,226,58,229,17,138,20327,17072
8681:302,654,84,29,8,76,866,650,354,518
8692:17,70,3423,76,780,5767,564,3137,698,1749
8711:17,302,654,76,616,58,8,866,84,29
8717:3819,17071,12691,9597,7585,6593,5767,3429,2369,2185
8718:984,8860,1400,76,5480,463,2103,1326,5738,760
8719:654,58,84,29,361,616,354,1102,8,138
8735:654,29,10047,673,3244,36292,17,289,616,162
8736:6491,500,6127,17,18239,76,32616,13737,11671,361
8746:302,58,616,84,29,8,650,76,1102,301
8747:302,654,84,58,354,29,616,76,866,138
8755:17,302,654,76,616,58,8,866,84,29
8760:17,616,302,654,58,8,650,518,29,84
8765:17,302,654,76,616,58,8,866,84,29
8768:5726,39619,18892,17,33223,19089,76,4979,31619,48992
8771:17,302,8,654,58,354,29,736,650,76
8774:17,302,654,1102,616,518,58,29,354,650
8782:168,719,5557,463,1400,2642,8860,2888,1460,2318
8788:58,29,84,76,650,8,1102,354,518,138
8789:17,76,1352,302,10041,4825,8,616,650,564
8790:11563,3471,5522,1344,17567,2766,10492,17,7793,45956
8802:302,654,616,8,29,354,650,866,736,301
8810:17,76,302,616,736,654,8,58,70,873
8812:3423,986,226,780,140,500,17,262,2967,3137
8822:17,302,654,76,616,58,8,866,84,29
8825:302,654,58,616,84,8,29,76,1102,289
8844:2121,224,182,138,873,8191,4205,17,10408,2566
8850:4755,1527,3107,2880,10041,1712,8848,6434,12990,3172
8852:70,17,76,81,302,616,654,986,138,354
8862:17,908,84,899,8,302,931,873,48,301
8863:302,654,58,8,29,354,518,736,138,301
8868:17,1102,302,8,654,354,518,736,616,58
8870:17,29,58,616,8,354,138,76,866,518
8872:17,616,302,654,58,8,76,84,542,518
8877:17,302,616,654,58,8,84,76,650,564
8889:17,302,76,654,84,70,8,508,616,224
8890:17,226,302,138,654,76,1462,84,354,866
8900:302,654,84,58,616,29,866,76,354,1102
8906:17,302,654,76,616,84,58,354,8,650
8912:17,76,138,302,654,1462,84,616,354,81
8913:5111,840,2548,5627,10997,8934,4755,157,10230,10541
8915:17,302,654,58,1102,518,76,29,138,301
8916:418,302,17,616,654,650,58,29,8,76
8920:81,262,5767,780,17,731,403,14174,2241,4854
8924:17,76,302,226,616,654,81,650,58,8
8931:302,654,58,616,84,8,650,29,76,354
8935:302,654,84,616,58,8,29,76,354,650
8936:54180,40588,736,17,302,654,76,616,58,8
8958:302,654,58,84,616,29,866,354,76,650
8984:60889,29417,25127,14754,9725,9345,1462,352,297,162
9000:17,302,616,29,1102,8,76,138,518,301
9001:4797,16127,6417,1951,47366,1467,769,15995,94,12993
9013:285,17,302,29,58,654,62,616,5991,3234
9024:17,616,302,58,654,650,76,238,8,486
9079:81,17,302,654,58,616,8,70,138,542
9085:17,654,84,29,58,616,899,354,76,138
9096:2880,1712,12990,7831,378,7859,7457,6266,7880,20806
9098:76,698,17,564,2139,302,361,616,70,81
9106:302,654,84,58,616,29,354,866,76,1102
9111:302,654,8,616,84,58,76,29,1102,650
9122:17,302,58,29,84,650,76,1102,354,8
9128:654,58,616,84,29,8,354,1102,518,138
9135:17,302,654,84,58,616,518,76,1102,650
9141:3107,1527,1352,2880,189,1712,5624,8848,23191,20806
9152:302,654,616,84,58,8,76,518,354,301
9155:17,58,302,654,861,76,8,650,542,29
9157:533,302,6545,3034,14268,603,8529,53110,76,51578
9158:17,81,2139,76,3131,5812,4357,40,4292,3717
9159:17,353,245,302,616,654,58,84,2268,301
9160:189,1527,3107,10041,2880,1712,4825,3172,6434,8848
9161:719,984,1400,76,2318,760,8860,5738,463,9417
9171:654,58,29,84,361,616,354,1102,8,138
9173:302,654,84,58,616,29,354,8,76,866
9200:52378,14671,4621,3787,70182,45041,30734,27781,14628,72699
9224:1382,17,899,70,508,302,84,736,1790,1023
9225:866,17,76,302,1077,81,14259,2139,654,311
9233:22776,21795,18708,6383,1930,77606,55101,32617,29782,26288
9236:17,302,616,76,654,508,8,58,245,518
9237:29,84,76,8,1102,542,138,354,736,518
9238:302,654,84,58,616,29,866,354,76,650
9245:25222,17264,58,224,616,1222,302,6284,29904,8495
9249:8,84,17,518,2076,654,14314,1102,28206,53731
9256:302,654,1102,8,58,616,354,29,76,866
9276:17,616,302,58,654,76,285,650,224,29
9288:302,654,84,58,616,29,76,354,8,866
9290:8322,24933,13077,6856,16965,30815,18743,31597,38522,36432
9291:616,302,654,8,84,58,542,650,1102,76
9310:17,302,616,654,58,76,8,84,29,238
9312:302,654,84,616,58,29,8,354,301,76
9313:17,616,302,654,76,650,58,8,787,564
9331:52132,3146,69121,31585,24308,17380,13134,12565,12045,11246
9333:95159,62433,16431,10869,7334,6210,4993,4965,4650,4268
9350:17,302,654,616,58,736,650,84,70,8
9357:7585,986,17,302,654,76,616,58,8,866
9359:302,654,58,616,84,8,354,29,1102,518
9364:17,302,616,654,58,8,84,76,564,518
9368:38319,29158,9767,5066,4702,226,199,34880,32432,26981
9369:168,719,17,81,76,4792,4877,2632,96,2677
9371:302,654,58,29,616,518,866,138,736,301
9381:1913,76,2848,361,22856,17,22507,31633,5214,40263
9389:45970,18077,7560,7194,2939,650,322,6,17,302
9394:654,29,84,58,616,354,1102,76,8,650
9400:17,302,58,29,76,84,8,1102,861,542
9402:17,302,654,76,616,58,8,866,84,29
9420:302,654,84,58,616,29,354,8,76,866
9431:9594,4671,17,1468,815,7468,7622,14259,1077,8
9432:17,302,654,8,354,29,58,518,616,736
9433:2495,327,4447,840,157,40214,29473,25107,15583,6358
9437:76,40,10048,564,17,2139,70,96,5613,10305
9442:986,780,226,140,17,2241,500,1749,262,5767
9443:302,654,58,84,8,76,650,29,354,518
9451:302,58,84,29,616,354,1102,866,301,76
9473:3423,17,4755,76,226,780,262,1352,2241,500
9474:17,302,654,76,616,58,8,866,84,29
9486:40921,28752,22008,17684,14047,8213,4568,3509,3131,2469
9487:17,654,302,84,616,58,1102,29,8,76
9489:17,654,29,58,616,84,650,1102,76,8
9494:840,4755,2548,189,17,508,3196,76,157,2880
9498:17,302,654,76,616,58,8,866,84,29
9499:17,654,58,616,302,542,650,61,101,354
9500:76,17,40,736,616,302,8,58,654,70
9507:17,8,616,58,302,76,518,654,84,245
9514:23317,9961,1989,17,302,654,76,616,58,8
9525:17,1187,302,84,654,8,616,2162,58,518
9528:353,1951,17,185,245,58,302,1703,616,15592
9531:35368,262,82254,33574,18632,7211,6921,77264,31773,23283
9535:76,698,17,3054,40,616,70,736,4,58
9538:17,58,302,654,650,8,29,84,564,518
9541:70330,52271,29477,23162,12905,10511,10054,9432,8457,7506
9553:16056,7240,2579,2254,1205,873,546,5112,5000,4148
9568:7334,7622,12861,9594,9435,1547,2543,203,311,7088
9570:17,302,84,616,76,8,899,70,58,650
9571:76,385,2265,17,41385,81,25481,88254,28670,698
9573:76,698,10048,4,40,13555,17,564,11358,5613
9576:17,302,654,76,616,58,8,866,84,29
9580:17,616,84,302,518,58,654,1102,650,564
9590:17,302,58,518,29,650,542,354,138,289
9593:302,654,84,58,616,76,866,8,29,354
9606:189,81,4755,76,17,508,226,70,500,564
9612:302,58,616,1102,29,8,354,138,76,650
9613:17,302,76,616,542,650,654,698,327,10085
9614:43013,32608,31048,29485,25501,24117,23297,18420,18364,15212
9630:76,719,984,5480,1400,8860,463,661,801,2153
9665:17,58,84,29,8,650,736,354,138,6
9666:11644,398,5598,11588,73971,60218,34879,20276,16624,15727
9668:17,302,654,616,58,76,8,189,29,224
9680:17,302,654,58,616,564,650,29,84,736
9685:17,14626,568,654,8,7869,6,76,518,302
9693:17,654,302,58,616,84,564,76,29,301
9694:17,76,70,2848,302,698,866,138,361,2139
9696:924,31496,2547,2123,11808,31527,40,65428,54866,35232
9711:6720,6432,80668,55516,34035,30169,27741,9003,7048,7010
9722:17,302,654,616,84,58,76,354,8,327
9727:17,50463,650,302,616,76,58835,654,58,564
9742:17,76,302,654,684,616,717,8783,29,650
9745:17,654,58,84,518,354,138,736,564,285
9752:2139,72499,56319,54564,42430,36681,32914,28950,19102,18016
9753:17,1119,84,4420,302,70,947,654,736,354
9755:17,654,29,58,616,84,650,1102,76,6
9757:59623,48361,23599,21879,17,70,84,26093,301,3966
9786:302,654,361,84,354,58,29,616,76,650
9808:17,616,302,564,654,542,8,866,32,58
9810:23398,1122,33720,33683,1406,9448,65938,36443,22510,16433
9812:302,58,84,29,616,354,1102,866,301,76
9813:17,931,302,8,616,76,1352,65,654,1410
9818:17,302,654,76,616,58,8,866,84,29
9820:4268,2030,245,12061,2955,17,94,4364,301,11609
9824:1002,4513,3618,1256,371,1340,6315,13881,9055,14955
9827:17,302,899,654,616,76,84,8,518,58
9831:168,719,984,463,8860,5738,1326,5480,1400,1528
9834:17,616,302,654,58,8,76,650,29,84
9837:17,654,29,616,84,1102,650,76,354,6
9839:698,76,81,17,70,226,564,302,508,500
9840:10365,4487,226,673,13178,4268,71315,40107,35154,30489
9864:17,654,29,58,84,616,650,1102,76,354
9879:1945,2097,26405,42086,983,12202,17,101,873,1208
9890:17,302,654,58,84,29,650,8,564,861
9891:654,29,58,8,354,616,866,76,138,301
9892:17,564,76,654,45541,103,12165,1784,302,327
9896:1827,17,245,8,947,302,616,353,518,899
9899:866,302,654,84,354,58,29,76,616,1102
9900:17,302,654,616,29,650,564,84,354,8
9911:17,37591,24425,7608,2582,650,32604,18414,13789,4374
9926:302,654,84,58,8,29,650,354,76,301
9927:1102,650,518,138,736,564,6,61,32,162
9929:302,654,84,58,616,76,29,8,354,866
9944:56364,49920,1164,4462,2547,36269,8490,4277,14201,12222
9945:17,7334,302,18287,17376,354,7146,866,76,84
9946:10503,8454,76,27291,33562,17,42440,5767,21963,840
9961:2178,18536,10077,1712,18218,1890,1871,302,17,654
9984:29024,46837,45073,361,12550,32618,22755,20796,14584,5819
10030:302,654,616,84,29,8,650,76,301,354
10040:168,76,984,2318,5738,463,801,1460,1326,2642
10050:17,302,84,76,8,675,616,650,236,58
10051:409,35144,40465,4257,8682,422,17,75784,63014,20195
10073:17,302,654,58,616,650,29,1140,861,84
10078:17,302,654,76,616,58,8,866,84,29
10082:302,654,84,58,616,866,354,29,76,301
10084:91352,301,3599,2579,1295,302,226,70,58,17
10086:17,10648,29,58,302,358,8252,61,10259,984
10088:22059,81719,28632,40142,25368,31342,8419,698,16501,74730
10090:890,2139,40,17,4880,76,866,698,5670,1377
10110:302,654,84,58,616,29,866,354,8,76
10111:17,302,616,654,58,564,8,76,84,542
10115:8,9581,182,2162,2097,1594,109,1127,88,2200
10117:17,654,302,616,58,542,84,1086,301,8
10130:17,302,70,654,84,508,76,29,226,1382
10132:327,65,17,616,302,508,542,650,2200,301
10133:9289,3610,138,704,698,224,13966,3137,500,26077
10136:17,302,564,650,654,616,58,866,361,736
10140:302,17,654,402,26316,58,29,616,787,1550
10148:719,76,17,984,5480,5738,1326,1400,8860,463
10155:17,302,654,84,58,8,616,289,518,354
10156:1460,2869,297,76,508,1326,1164,5738,16829,9877
10194:302,654,8,354,616,58,29,866,301,736
10196:302,58,616,29,84,354,1102,8,866,301
10200:2403,970,1524,3506,17,4487,245,8536,947,25783
10210:17,76,226,70,302,508,11644,1382,9629,81
10233:58227,1592,18156,65269,16629,13789,37324,252,168,31496
10235:3282,6320,3060,16009,75100,226,97866,33265,12190,225
10236:65107,49842,13568,2377,605,21524,2292,327,17,302
10237:17,302,654,8,58,354,616,518,29,736
10249:138,656,273,2013,1462,59555,33888,15370,4669,3680
10254:654,17,302,58,616,29,542,650,6,736
10267:29,354,616,8,866,736,650,76,518,361
10275:47577,6616,30808,22110,288,58,81,3313,12769,12392
10276:302,654,616,58,84,650,518,1102,29,564
10279:302,616,17,58,6,654,861,8,542,518
10302:58,84,354,616,1102,866,650,138,76,301
10303:22218,7945,1930,76972,13716,7686,51330,46169,37709,25987
10304:29798,3968,193,48186,43258,29726,27251,8166,5604,4802
10306:17,654,616,29,650,8,84,518,15,861
10313:17,616,58,302,654,245,29,8,84,76
10317:302,654,84,58,866,616,29,354,1102,301
10335:669,32315,17186,924,30916,41662,2068,87381,48397,17
10339:654,58,616,29,354,518,76,736,301,650
10342:17,654,302,616,101,8,29,518,84,76
10346:51326,8167,8384,7742,238,2414,564,225,31879,10880
10359:302,654,84,58,866,354,616,1102,301,650
10364:17,81,364,26735,5468,826,32721,564,2530,54998
10366:654,58,84,29,76,650,1102,354,564,15
10371:76,17,2139,40,564,3550,81,96,31315,1069
10377:17,48,302,654,58,101,84,1187,616,76
10378:18935,8860,2153,463,168,17,302,654,76,616
10387:17,302,654,76,616,58,8,866,84,29
10388:17,302,654,616,58,76,84,650,8,70
10392:17,302,654,76,616,58,8,866,84,29
10408:840,10541,14793,2548,5111,6754,27070,5627,8069,3370
10420:17,58,654,302,76,861,650,29,8,84
10427:12351,9711,616,6,65647,16597,69197,59015,58494,47065
10439:84,29,354,8,76,650,301,138,866,518
10445:17,84,518,302,616,1102,654,58,76,564
10454:17,70,124,650,358,226,654,616,58,302
10471:17,302,654,8,58,616,354,518,29,736
10478:17,302,58,616,84,76,138,1102,8,301
10479:30754,27322,23863,921,30598,564,59346,24647,16658,11653
10480:17,58,302,654,76,650,8,101,861,542
10488:302,654,84,58,616,29,866,301,1102,8
10502:41101,34096,54494,2453,952,224,34957,352,24112,2155
10513:17,13660,302,84,654,8,378,1102,58,101
10523:441,1002,1644,508,16465,17,1744,710,1065,371
10543:441,2715,17,2028,245,1744,2548,301,353,5287
10554:17,302,654,76,616,58,8,866,84,29
10563:899,302,654,84,58,616,354,736,1119,70
10564:302,866,654,84,58,354,616,29,650,8
10570:17,58,29,616,84,650,1102,354,76,6
10573:17,302,654,76,616,58,8,866,84,29
10580:17,302,654,76,564,58,84,616,8,1102
10636:302,654,616,84,29,354,76,1102,650,8
10655:17,302,654,84,301,866,29,58,1102,616
10691:17,616,58,542,364,518,15,103,861,409
10693:17,654,302,76,8,84,29,650,564,861
10698:302,17,654,58,29,650,8,861,84,76
10707:17,302,654,76,616,58,8,866,84,29
10710:58,616,8,76,70,650,518,289,6,285
10726:33807,23402,18532,12512,5767,2215,1885,1760,1703,1344
10747:17,302,654,76,616,58,8,866,84,29
10758:17,4364,302,616,76,1606,8,119,654,58
10770:7334,2543,7622,9594,17,311,19152,17486,2215,11855
10779:17,302,654,76,616,58,8,866,84,29
10794:616,302,58,17,654,861,650,394,76,238
10801:76,17,698,564,2414,40,616,866,1730,302
10807:1119,17,8151,1187,899,947,327,84,2140,245
10820:38085,102055,96651,66760,64788,64104,52547,48286,48277,45368
10842:17,302,654,76,616,58,8,866,84,29
10843:17,302,654,58,616,29,8,84,542,61
10844:2265,76,2848,1462,17,138,986,866,31633,70
10845:10770,5545,14117,9289,3672,7021,6503,25662,62962,1495
10854:13566,78928,54897,51617,45662,41850,23368,16689,96144,49072
10858:17,616,70,302,654,58,76,8,84,542
10871:17,302,654,58,45,616,650,29,182,322
10892:11861,1703,674,65,17,6,71332,63845,61631,44797
10905:17,302,654,76,616,58,8,866,84,29
10908:17,84,518,302,616,654,58,1102,76,873
10913:22926,12869,20118,12306,840,46072,27944,35378,1347,49552
10920:302,654,616,58,8,84,518,29,76,101
10955:17,48,1187,2162,302,84,875,1119,70,654
10956:302,84,654,58,616,1102,518,354,29,866
10968:17,616,58,654,302,564,650,542,76,84
10991:81,17,76,70,2139,40,564,616,302,654
10999:17,654,616,58,84,29,76,1102,518,354
11000:3423,2241,780,262,5767,17,12727,226,731,22597
11022:302,654,84,58,616,29,76,8,866,354
11034:17,654,58,29,84,76,8,1102,354,6
11037:9435,17486,1011,11855,4625,19152,8867,311,203,2215
11047:17,1359,1127,699,8,6243,302,873,2588,398
11055:17,302,654,76,616,58,8,866,84,29
11099:17,302,654,58,616,29,944,76,650,542
11105:302,654,8,616,354,29,899,518,736,301
11110:2139,44,76,22365,1730,698,15255,2008,500,226
11118:82688,27788,19749,16029,14612,13660,9790,6475,3137,2904
11132:189,4755,17,1527,245,3107,1091,2880,710,899
11134:17,76,226,780,70,986,3423,262,302,564
11135:17,302,616,654,58,8,518,84,76,564
11149:302,654,8,58,354,616,866,138,301,518
11150:5975,603,15718,5319,25145,20040,17995,16465,12551,9497
11193:17,49767,36541,26360,76,429,616,654,302,361
11211:100512,76007,60434,59009,57791,49980,48431,46620,46247,45787
11222:50369,34240,19544,17967,96442,6261,63192,56320,35016,30759
11228:441,1002,4513,1256,1744,17,2715,4444,1205,1539
11240:17,302,654,76,616,58,8,866,84,29
11259:17,302,654,76,616,58,8,866,84,29
11264:17,654,29,58,616,84,650,1102,76,6
11273:84,58,29,616,1102,866,301,76,650,138
11278:17,302,654,616,58,29,650,76,5702,11803
11279:2405,32758,3262,3132,79566,52692,38687,25103,19434,95016
11280:17,302,654,76,616,58,8,866,84,29
11287:302,654,1102,8,616,58,354,29,76,301
11332:168,9752,52228,46058,45782,43198,23773,19063,17665,15484
11360:17,302,654,76,616,58,8,866,84,29
11363:17,866,302,654,76,70,354,84,58,29
11378:70,17,76,698,564,81,302,616,238,654
11388:43418,4267,34115,51943,23839,25652,925,190,654,616
11394:1606,17,12776,518,119,327,736,84,1030,616
11404:17,76,616,302,654,58,8,84,650,29
11414:17,18319,302,301,654,131,4268,58,138,76
11418:984,76,8860,1527,1400,1352,1528,4825,5738,1460
11419:302,654,84,58,616,29,354,650,866,76
11426:654,65,17,236,97,776,25915,24143,301,6974
11427:25910,12332,3054,76,20356,1398,4575,3477,45095,96
11428:17,302,654,84,354,58,616,1102,29,8
11431:17,302,654,76,616,58,8,866,84,29
11437:17,76,3423,226,262,780,986,500,1884,70
11439:17,5117,245,81,4268,119,76,8,327,931
11444:17,654,29,58,616,84,1102,76,650,8
11458:17800,24893,9716,658,616,861,3223,4083,483,6249
11462:17,76,931,2139,302,873,616,500,508,564
11463:58,29,76,354,301,866,542,101,289,15
11484:17,616,58,654,542,302,238,8,518,15
11507:17,302,616,736,654,58,650,8,2139,70
11510:17,654,616,58,84,29,650,1102,518,76
11511:2520,13400,44717,52018,39336,29999,25588,21085,13059,4413
11525:302,17,654,58,616,84,354,650,1102,866
11529:302,17,654,29,58,726,616,239,84,354
11535:302,654,84,58,616,29,2265,866,76,354
11537:13083,866,17,3378,77977,40356,38292,22713,10178,186
11538:17,58,29,616,84,1102,354,650,76,8
11540:4600,19065,5145,44680,13894,70402,65482,44263,42559,39244
11552:302,654,84,58,29,616,866,354,1102,76
11554:1352,1527,10041,189,3107,4825,3172,2880,17,1712
11558:17,1539,1825,873,76,3704,947,508,2139,710
11569:616,29,8,650,76,518,301,736,542,289
11584:17,302,654,76,8,650,29,84,564,861
11586:17,302,616,654,58,76,8,84,29,1102
11603:17,616,302,654,58,29,84,8,76,6
11606:654,58,84,29,650,1102,518,354,736,301
11614:17145,13335,9354,4719,37507,5598,18200,13035,9266,4372
11616:17,302,654,58,616,29,2369,8,84,76
11651:17,302,616,58,654,76,285,650,29,224
11657:17,84,36785,20954,1058,43414,76822,8975,518,67309
11660:17,84,58,616,354,866,650,8,138,76
11670:17,182,302,650,1245,654,616,58,29,76
11676:2241,780,262,3137,5767,16404,731,8511,140,8283
11685:17,302,654,616,58,76,1044,29,508,650
